Date;Strike;Midpoint;IV
15/10/2021;18000.00;2.78;16.86
15/10/2021;18025.00;2.75;16.98
15/10/2021;18050.00;2.68;17.07
15/10/2021;18075.00;2.65;17.19
15/10/2021;18100.00;2.58;17.27
15/10/2021;18125.00;2.55;17.39
15/10/2021;18150.00;2.50;17.49
15/10/2021;18175.00;2.45;17.58
15/10/2021;18200.00;2.40;17.68
15/10/2021;18225.00;2.38;17.79
15/10/2021;18250.00;2.33;17.89
15/10/2021;18275.00;2.28;17.98
15/10/2021;18300.00;2.25;18.09
15/10/2021;18325.00;2.23;18.20
15/10/2021;18350.00;2.18;18.29
15/10/2021;18375.00;2.15;18.40
15/10/2021;18400.00;2.10;18.48
15/10/2021;18425.00;2.05;18.57
15/10/2021;18450.00;2.05;18.70
15/10/2021;18475.00;2.00;18.78
15/10/2021;18500.00;1.98;18.89
15/10/2021;18600.00;1.83;19.24
15/10/2021;18700.00;1.73;19.64
15/10/2021;18800.00;1.58;19.95
15/10/2021;18900.00;1.48;20.31
15/10/2021;19000.00;1.38;20.66
15/10/2021;19100.00;1.28;20.98
15/10/2021;19200.00;1.20;21.33
15/10/2021;19300.00;1.10;21.62
15/10/2021;19400.00;1.05;21.99
15/10/2021;19500.00;0.95;22.24
15/10/2021;19600.00;0.88;22.52
19/11/2021;7000.00;1879.76;0.00
19/11/2021;7100.00;1779.81;0.00
19/11/2021;7200.00;1680.26;0.00
19/11/2021;7300.00;1580.56;0.00
19/11/2021;7400.00;1480.96;0.00
19/11/2021;7500.00;1381.36;0.00
19/11/2021;7600.00;1281.76;0.00
19/11/2021;7700.00;1182.16;0.00
19/11/2021;7800.00;1082.91;0.00
19/11/2021;7900.00;983.31;0.00
19/11/2021;8000.00;883.96;0.00
19/11/2021;9000.00;6600.60;50.92
19/11/2021;9100.00;6501.40;50.46
19/11/2021;9200.00;6402.15;49.96
19/11/2021;9300.00;6303.10;49.53
19/11/2021;9400.00;6203.95;49.02
19/11/2021;9500.00;6104.85;48.52
19/11/2021;9600.00;6005.85;48.04
19/11/2021;9700.00;5907.20;47.68
19/11/2021;9800.00;5808.25;47.17
19/11/2021;9900.00;5708.95;46.52
19/11/2021;10000.00;5610.10;46.01
19/11/2021;10100.00;5511.35;45.52
19/11/2021;10200.00;5412.55;44.99
19/11/2021;10300.00;5313.85;44.47
19/11/2021;10400.00;5215.20;43.95
19/11/2021;10500.00;5116.60;43.43
19/11/2021;10600.00;5018.10;42.91
19/11/2021;10700.00;4919.70;42.40
19/11/2021;10800.00;4821.30;41.88
19/11/2021;10900.00;4723.00;41.35
19/11/2021;11000.00;4624.80;40.83
19/11/2021;11100.00;4526.70;40.31
19/11/2021;11200.00;4428.65;39.79
19/11/2021;11300.00;4330.75;39.27
19/11/2021;11400.00;4232.95;38.75
19/11/2021;11500.00;4135.25;38.23
19/11/2021;11600.00;4037.65;37.70
19/11/2021;11700.00;3940.20;37.18
19/11/2021;11800.00;3842.90;36.67
19/11/2021;11900.00;3745.70;36.14
19/11/2021;12000.00;3648.65;35.62
19/11/2021;12025.00;3624.45;35.49
19/11/2021;12050.00;3600.20;35.36
19/11/2021;12075.00;3576.00;35.23
19/11/2021;12100.00;3551.80;35.10
19/11/2021;12125.00;3527.60;34.97
19/11/2021;12150.00;3503.90;34.90
19/11/2021;12175.00;3479.25;34.71
19/11/2021;12200.00;3455.05;34.57
19/11/2021;12225.00;3430.95;34.45
19/11/2021;12250.00;3406.80;34.31
19/11/2021;12275.00;3382.65;34.18
19/11/2021;12300.00;3358.55;34.05
19/11/2021;12325.00;3334.45;33.92
19/11/2021;12350.00;3310.85;33.85
19/11/2021;12375.00;3286.30;33.66
19/11/2021;12400.00;3262.25;33.53
19/11/2021;12425.00;3238.20;33.40
19/11/2021;12450.00;3214.15;33.27
19/11/2021;12475.00;3189.95;33.12
19/11/2021;12500.00;3165.95;32.99
19/11/2021;12525.00;3141.95;32.86
19/11/2021;12550.00;3117.95;32.73
19/11/2021;12575.00;3094.25;32.62
19/11/2021;12600.00;3070.05;32.47
19/11/2021;12625.00;3046.10;32.34
19/11/2021;12650.00;3022.15;32.20
19/11/2021;12675.00;2998.25;32.07
19/11/2021;12700.00;2974.35;31.94
19/11/2021;12725.00;2950.75;31.84
19/11/2021;12750.00;2926.65;31.68
19/11/2021;12775.00;2902.85;31.56
19/11/2021;12800.00;2878.95;31.42
19/11/2021;12825.00;2855.15;31.29
19/11/2021;12850.00;2831.65;31.19
19/11/2021;12875.00;2807.65;31.04
19/11/2021;12900.00;2783.85;30.90
19/11/2021;12925.00;2760.15;30.77
19/11/2021;12950.00;2736.45;30.64
19/11/2021;12975.00;2712.95;30.53
19/11/2021;13000.00;2689.05;30.38
19/11/2021;13025.00;2665.40;30.25
19/11/2021;13050.00;2641.75;30.12
19/11/2021;13075.00;2618.60;30.03
19/11/2021;13100.00;2594.55;29.86
19/11/2021;13125.00;2571.00;29.73
19/11/2021;13150.00;2547.45;29.60
19/11/2021;13175.00;2523.90;29.47
19/11/2021;13200.00;2500.40;29.34
19/11/2021;13225.00;2477.00;29.21
19/11/2021;13250.00;2453.50;29.08
19/11/2021;13275.00;2430.10;28.95
19/11/2021;13300.00;2407.15;28.86
19/11/2021;13325.00;2383.35;28.69
19/11/2021;13350.00;2360.00;28.56
19/11/2021;13375.00;2336.70;28.44
19/11/2021;13400.00;2313.45;28.31
19/11/2021;13425.00;2290.15;28.18
19/11/2021;13450.00;2266.95;28.05
19/11/2021;13475.00;2243.75;27.92
19/11/2021;13500.00;2221.05;27.82
19/11/2021;13525.00;2197.90;27.69
19/11/2021;13550.00;2174.40;27.54
19/11/2021;13575.00;2151.30;27.41
19/11/2021;13600.00;2128.75;27.31
19/11/2021;13625.00;2105.30;27.15
19/11/2021;13650.00;2082.35;27.03
19/11/2021;13675.00;2059.90;26.93
19/11/2021;13700.00;2036.55;26.77
19/11/2021;13725.00;2013.75;26.65
19/11/2021;13750.00;1990.95;26.52
19/11/2021;13775.00;1968.20;26.39
19/11/2021;13800.00;1945.90;26.29
19/11/2021;13825.00;1922.80;26.14
19/11/2021;13850.00;1900.20;26.01
19/11/2021;13875.00;1877.60;25.89
19/11/2021;13900.00;1855.05;25.76
19/11/2021;13925.00;1832.55;25.63
19/11/2021;13950.00;1810.10;25.51
19/11/2021;13975.00;1787.70;25.38
19/11/2021;14000.00;1765.40;25.26
19/11/2021;14025.00;1743.05;25.13
19/11/2021;14050.00;1720.85;25.01
19/11/2021;14075.00;1698.65;24.89
19/11/2021;14100.00;1676.50;24.76
19/11/2021;14125.00;1654.40;24.64
19/11/2021;14150.00;1632.40;24.51
19/11/2021;14175.00;1610.45;24.39
19/11/2021;14200.00;1588.55;24.27
19/11/2021;14225.00;1566.70;24.14
19/11/2021;14250.00;1544.90;24.02
19/11/2021;14275.00;1523.15;23.90
19/11/2021;14300.00;1501.50;23.77
19/11/2021;14325.00;1479.90;23.65
19/11/2021;14350.00;1458.40;23.53
19/11/2021;14375.00;1436.95;23.41
19/11/2021;14400.00;1415.60;23.29
19/11/2021;14425.00;1394.30;23.16
19/11/2021;14450.00;1373.05;23.04
19/11/2021;14475.00;1351.90;22.92
19/11/2021;14500.00;1330.80;22.80
19/11/2021;14525.00;1309.85;22.68
19/11/2021;14550.00;1288.90;22.56
19/11/2021;14575.00;1268.10;22.44
19/11/2021;14600.00;1247.35;22.32
19/11/2021;14625.00;1226.70;22.20
19/11/2021;14650.00;1206.15;22.08
19/11/2021;14675.00;1185.65;21.96
19/11/2021;14700.00;1165.30;21.84
19/11/2021;14725.00;1145.00;21.72
19/11/2021;14750.00;1124.80;21.60
19/11/2021;14775.00;1104.75;21.49
19/11/2021;14800.00;1084.75;21.37
19/11/2021;14825.00;1064.90;21.25
19/11/2021;14850.00;1045.15;21.13
19/11/2021;14875.00;1025.50;21.02
19/11/2021;14900.00;1005.95;20.90
19/11/2021;14925.00;986.50;20.78
19/11/2021;14950.00;967.20;20.67
19/11/2021;14975.00;948.00;20.55
19/11/2021;15000.00;928.95;20.44
19/11/2021;15025.00;910.00;20.32
19/11/2021;15050.00;891.20;20.21
19/11/2021;15075.00;872.55;20.09
19/11/2021;15100.00;854.00;19.98
19/11/2021;15125.00;835.60;19.86
19/11/2021;15150.00;817.30;19.75
19/11/2021;15175.00;799.10;19.63
19/11/2021;15200.00;781.25;19.52
19/11/2021;15225.00;763.45;19.41
19/11/2021;15250.00;745.75;19.30
19/11/2021;15275.00;728.30;19.19
19/11/2021;15300.00;710.95;19.08
19/11/2021;15325.00;693.65;18.97
19/11/2021;15350.00;676.45;18.85
19/11/2021;15375.00;659.60;18.74
19/11/2021;15400.00;642.95;18.63
19/11/2021;15425.00;626.45;18.52
19/11/2021;15450.00;610.15;18.42
19/11/2021;15475.00;594.25;18.32
19/11/2021;15500.00;578.10;18.20
19/11/2021;15525.00;562.40;18.10
19/11/2021;15550.00;547.00;18.00
19/11/2021;15575.00;531.55;17.89
19/11/2021;15600.00;516.50;17.79
19/11/2021;15625.00;502.65;17.72
19/11/2021;15650.00;488.10;17.63
19/11/2021;15675.00;473.40;17.52
19/11/2021;15700.00;459.05;17.42
19/11/2021;15725.00;444.95;17.32
19/11/2021;15750.00;431.15;17.22
19/11/2021;15775.00;417.60;17.12
19/11/2021;15800.00;404.20;17.02
19/11/2021;15825.00;391.05;16.93
19/11/2021;15850.00;378.10;16.83
19/11/2021;15875.00;365.45;16.74
19/11/2021;15900.00;352.95;16.64
19/11/2021;15925.00;340.80;16.55
19/11/2021;15950.00;328.80;16.46
19/11/2021;15975.00;317.15;16.37
19/11/2021;16000.00;305.75;16.24
19/11/2021;16025.00;294.65;16.20
19/11/2021;16050.00;283.75;16.11
19/11/2021;16075.00;273.15;16.03
19/11/2021;16100.00;262.75;15.94
19/11/2021;16125.00;252.70;15.86
19/11/2021;16150.00;242.85;15.79
19/11/2021;16175.00;233.25;15.71
19/11/2021;16200.00;223.95;15.63
19/11/2021;16225.00;214.95;15.56
19/11/2021;16250.00;206.15;15.48
19/11/2021;16275.00;197.60;15.41
19/11/2021;16300.00;189.30;15.34
19/11/2021;16325.00;181.30;15.27
19/11/2021;16350.00;173.55;15.21
19/11/2021;16375.00;166.00;15.14
19/11/2021;16400.00;158.75;15.08
19/11/2021;16425.00;151.75;15.02
19/11/2021;16450.00;144.95;14.95
19/11/2021;16475.00;138.45;14.90
19/11/2021;16500.00;132.15;14.84
19/11/2021;16525.00;126.10;14.79
19/11/2021;16550.00;120.30;14.74
19/11/2021;16575.00;114.70;14.68
19/11/2021;16600.00;109.30;14.63
19/11/2021;16625.00;104.15;14.59
19/11/2021;16650.00;99.25;14.55
19/11/2021;16675.00;94.45;14.50
19/11/2021;16700.00;89.95;14.46
19/11/2021;16725.00;85.65;14.42
19/11/2021;16750.00;81.50;14.39
19/11/2021;16775.00;77.60;14.36
19/11/2021;16800.00;73.80;14.32
19/11/2021;16825.00;70.30;14.30
19/11/2021;16850.00;66.85;14.27
19/11/2021;16875.00;63.60;14.24
19/11/2021;16900.00;60.55;14.22
19/11/2021;16925.00;57.60;14.20
19/11/2021;16950.00;54.85;14.19
19/11/2021;16975.00;52.20;14.17
19/11/2021;17000.00;49.70;14.16
19/11/2021;17025.00;47.30;14.15
19/11/2021;17050.00;45.00;14.14
19/11/2021;17075.00;42.90;14.13
19/11/2021;17100.00;40.85;14.07
19/11/2021;17125.00;38.95;14.13
19/11/2021;17150.00;37.10;14.13
19/11/2021;17175.00;35.40;14.13
19/11/2021;17200.00;33.75;14.13
19/11/2021;17225.00;32.15;14.13
19/11/2021;17250.00;30.70;14.14
19/11/2021;17275.00;29.30;14.15
19/11/2021;17300.00;27.90;14.15
19/11/2021;17325.00;26.65;14.16
19/11/2021;17350.00;25.45;14.18
19/11/2021;17375.00;24.30;14.19
19/11/2021;17400.00;23.20;14.20
19/11/2021;17425.00;22.20;14.22
19/11/2021;17450.00;21.20;14.23
19/11/2021;17475.00;20.25;14.25
19/11/2021;17500.00;19.35;14.26
19/11/2021;17525.00;18.55;14.29
19/11/2021;17550.00;17.75;14.31
19/11/2021;17575.00;17.00;14.33
19/11/2021;17600.00;16.30;14.36
19/11/2021;17625.00;15.65;14.39
19/11/2021;17650.00;14.95;14.40
19/11/2021;17675.00;14.40;14.44
19/11/2021;17700.00;13.80;14.47
19/11/2021;17725.00;13.30;14.51
19/11/2021;17750.00;12.70;14.52
19/11/2021;17775.00;12.25;14.56
19/11/2021;17800.00;11.80;14.60
19/11/2021;17825.00;11.35;14.63
19/11/2021;17850.00;10.95;14.67
19/11/2021;17875.00;10.55;14.71
19/11/2021;17900.00;10.15;14.75
19/11/2021;17925.00;9.80;14.79
19/11/2021;17950.00;9.45;14.83
19/11/2021;17975.00;9.10;14.86
19/11/2021;18000.00;8.80;14.91
19/11/2021;18100.00;7.75;15.10
19/11/2021;18200.00;6.85;15.29
19/11/2021;18300.00;6.10;15.49
19/11/2021;18400.00;5.45;15.70
19/11/2021;18500.00;5.10;16.00
19/11/2021;18600.00;4.55;16.19
19/11/2021;18700.00;4.20;16.44
19/11/2021;18800.00;3.90;16.70
19/11/2021;18900.00;3.60;16.95
19/11/2021;19000.00;3.40;17.23
17/12/2021;4000.00;11577.50;96.68
17/12/2021;4100.00;11477.40;96.20
17/12/2021;4200.00;11377.40;94.35
17/12/2021;4300.00;11278.45;93.41
17/12/2021;4400.00;11178.20;90.93
17/12/2021;4500.00;11078.35;90.85
17/12/2021;4600.00;10979.10;89.53
17/12/2021;4700.00;10879.35;88.24
17/12/2021;4800.00;10780.15;87.09
17/12/2021;4900.00;10682.35;89.97
17/12/2021;5000.00;10580.40;84.73
17/12/2021;5100.00;10480.65;83.62
17/12/2021;5200.00;10384.10;86.80
17/12/2021;5300.00;10283.65;85.21
17/12/2021;5400.00;10183.80;83.95
17/12/2021;5500.00;10081.95;79.32
17/12/2021;5600.00;3273.76;0.00
17/12/2021;5700.00;3171.66;0.00
17/12/2021;5800.00;3072.01;0.00
17/12/2021;5900.00;2975.56;0.00
17/12/2021;6000.00;2875.96;0.00
17/12/2021;6100.00;2775.36;0.00
17/12/2021;6200.00;2676.16;0.00
17/12/2021;6300.00;2576.06;0.00
17/12/2021;6400.00;2476.86;0.00
17/12/2021;6500.00;5732.01;72.01
17/12/2021;6550.00;2327.51;0.00
17/12/2021;6600.00;2273.76;0.00
17/12/2021;6650.00;5581.01;68.48
17/12/2021;6700.00;2178.21;0.00
17/12/2021;6750.00;5480.96;67.71
17/12/2021;6800.00;2077.91;0.00
17/12/2021;6850.00;2026.11;0.00
17/12/2021;6900.00;1978.91;0.00
17/12/2021;6950.00;1926.91;0.00
17/12/2021;7000.00;1877.21;0.00
17/12/2021;7050.00;1827.51;0.00
17/12/2021;7100.00;1780.46;0.00
17/12/2021;7150.00;1728.06;0.00
17/12/2021;7200.00;1678.31;0.00
17/12/2021;7250.00;4984.06;63.66
17/12/2021;7300.00;4934.36;63.28
17/12/2021;7350.00;4884.66;62.90
17/12/2021;7400.00;4834.96;62.51
17/12/2021;7450.00;4785.26;62.13
17/12/2021;7500.00;1380.16;0.00
17/12/2021;7550.00;1330.26;0.00
17/12/2021;7600.00;4636.31;60.98
17/12/2021;7650.00;4586.36;60.52
17/12/2021;7700.00;1180.26;0.00
17/12/2021;7750.00;1131.16;0.00
17/12/2021;7800.00;1081.16;0.00
17/12/2021;7850.00;1031.91;0.00
17/12/2021;7900.00;982.66;0.00
17/12/2021;7950.00;4288.06;58.40
17/12/2021;8000.00;4239.16;58.13
17/12/2021;8050.00;834.01;0.00
17/12/2021;8100.00;784.21;0.00
17/12/2021;8150.00;734.66;0.00
17/12/2021;8200.00;685.06;0.00
17/12/2021;8250.00;635.81;0.00
17/12/2021;8300.00;585.76;0.00
17/12/2021;8350.00;3891.36;55.66
17/12/2021;8400.00;487.16;0.00
17/12/2021;8450.00;437.26;0.00
17/12/2021;8500.00;3743.26;54.68
17/12/2021;8550.00;337.96;0.00
17/12/2021;8600.00;3643.71;0.00
17/12/2021;8650.00;239.61;0.00
17/12/2021;8700.00;3545.41;53.60
17/12/2021;8750.00;139.11;0.00
17/12/2021;8800.00;90.61;0.00
17/12/2021;8850.00;41.31;0.00
17/12/2021;8900.00;3346.66;0.00
17/12/2021;8950.00;6653.45;47.76
17/12/2021;9000.00;6603.45;47.32
17/12/2021;9050.00;6554.00;47.09
17/12/2021;9100.00;6504.40;46.81
17/12/2021;9150.00;6455.50;46.76
17/12/2021;9200.00;6406.25;46.58
17/12/2021;9250.00;6356.45;46.21
17/12/2021;9300.00;6307.45;46.11
17/12/2021;9350.00;6258.50;46.00
17/12/2021;9400.00;6209.20;45.78
17/12/2021;9450.00;6159.30;45.38
17/12/2021;9500.00;6112.25;45.78
17/12/2021;9600.00;6013.75;45.31
17/12/2021;9700.00;5915.25;44.83
17/12/2021;9800.00;5816.80;44.34
17/12/2021;9900.00;5718.45;43.86
17/12/2021;10000.00;5620.20;43.39
17/12/2021;10100.00;5522.00;42.92
17/12/2021;10200.00;5423.80;42.43
17/12/2021;10300.00;5325.80;41.96
17/12/2021;10400.00;5227.85;41.49
17/12/2021;10500.00;5129.95;41.01
17/12/2021;10525.00;5105.55;40.90
17/12/2021;10550.00;5081.05;40.77
17/12/2021;10575.00;5056.65;40.66
17/12/2021;10600.00;5032.20;40.54
17/12/2021;10625.00;5007.75;40.42
17/12/2021;10650.00;4983.35;40.30
17/12/2021;10675.00;4958.95;40.19
17/12/2021;10700.00;4934.55;40.07
17/12/2021;10725.00;4910.15;39.95
17/12/2021;10750.00;4885.75;39.83
17/12/2021;10775.00;4861.35;39.71
17/12/2021;10800.00;4837.00;39.60
17/12/2021;10825.00;4812.65;39.48
17/12/2021;10850.00;4788.25;39.36
17/12/2021;10875.00;4763.90;39.25
17/12/2021;10900.00;4739.55;39.13
17/12/2021;10925.00;4715.20;39.01
17/12/2021;10950.00;4690.85;38.89
17/12/2021;10975.00;4666.55;38.78
17/12/2021;11000.00;4642.20;38.66
17/12/2021;11025.00;4617.90;38.54
17/12/2021;11050.00;4593.60;38.42
17/12/2021;11075.00;4569.30;38.31
17/12/2021;11100.00;4545.00;38.19
17/12/2021;11125.00;4520.70;38.07
17/12/2021;11150.00;4496.50;37.96
17/12/2021;11175.00;4472.20;37.84
17/12/2021;11200.00;4448.00;37.73
17/12/2021;11225.00;4423.70;37.61
17/12/2021;11250.00;4399.50;37.50
17/12/2021;11275.00;4375.25;37.38
17/12/2021;11300.00;4351.05;37.26
17/12/2021;11325.00;4326.80;37.14
17/12/2021;11350.00;4302.65;37.03
17/12/2021;11375.00;4278.45;36.91
17/12/2021;11400.00;4254.25;36.80
17/12/2021;11425.00;4230.05;36.68
17/12/2021;11450.00;4205.95;36.57
17/12/2021;11475.00;4182.25;36.50
17/12/2021;11500.00;4157.65;36.33
17/12/2021;11525.00;4133.45;36.21
17/12/2021;11550.00;4109.65;36.13
17/12/2021;11575.00;4085.25;35.98
17/12/2021;11600.00;4061.15;35.87
17/12/2021;11625.00;4037.05;35.75
17/12/2021;11650.00;4012.95;35.63
17/12/2021;11675.00;3989.15;35.55
17/12/2021;11700.00;3964.85;35.40
17/12/2021;11725.00;3940.80;35.29
17/12/2021;11750.00;3916.75;35.17
17/12/2021;11775.00;3892.70;35.05
17/12/2021;11800.00;3869.00;34.97
17/12/2021;11825.00;3844.70;34.82
17/12/2021;11850.00;3820.70;34.71
17/12/2021;11875.00;3796.80;34.60
17/12/2021;11900.00;3772.65;34.47
17/12/2021;11925.00;3748.65;34.35
17/12/2021;11950.00;3724.75;34.23
17/12/2021;11975.00;3700.80;34.12
17/12/2021;12000.00;3677.35;34.04
17/12/2021;12025.00;3653.25;33.91
17/12/2021;12050.00;3629.35;33.79
17/12/2021;12075.00;3605.25;33.66
17/12/2021;12100.00;3581.35;33.54
17/12/2021;12125.00;3557.55;33.43
17/12/2021;12150.00;3533.95;33.33
17/12/2021;12175.00;3509.85;33.19
17/12/2021;12200.00;3486.30;33.10
17/12/2021;12225.00;3462.55;32.99
17/12/2021;12250.00;3438.55;32.86
17/12/2021;12275.00;3415.00;32.76
17/12/2021;12300.00;3391.05;32.63
17/12/2021;12325.00;3367.30;32.51
17/12/2021;12350.00;3343.60;32.39
17/12/2021;12375.00;3320.40;32.32
17/12/2021;12400.00;3296.70;32.20
17/12/2021;12425.00;3272.60;32.05
17/12/2021;12450.00;3248.95;31.94
17/12/2021;12475.00;3225.35;31.82
17/12/2021;12500.00;3201.75;31.71
17/12/2021;12525.00;3178.20;31.60
17/12/2021;12550.00;3154.60;31.48
17/12/2021;12575.00;3131.10;31.37
17/12/2021;12600.00;3107.60;31.26
17/12/2021;12625.00;3084.50;31.17
17/12/2021;12650.00;3061.00;31.06
17/12/2021;12675.00;3037.10;30.92
17/12/2021;12700.00;3014.15;30.84
17/12/2021;12725.00;2990.70;30.72
17/12/2021;12750.00;2967.35;30.61
17/12/2021;12775.00;2943.50;30.46
17/12/2021;12800.00;2920.60;30.38
17/12/2021;12825.00;2897.30;30.27
17/12/2021;12850.00;2874.00;30.16
17/12/2021;12875.00;2850.75;30.05
17/12/2021;12900.00;2827.05;29.91
17/12/2021;12925.00;2803.80;29.79
17/12/2021;12950.00;2780.65;29.68
17/12/2021;12975.00;2757.45;29.57
17/12/2021;13000.00;2734.30;29.46
17/12/2021;13025.00;2711.15;29.35
17/12/2021;13050.00;2688.10;29.24
17/12/2021;13075.00;2665.00;29.12
17/12/2021;13100.00;2642.45;29.04
17/12/2021;13125.00;2619.00;28.90
17/12/2021;13150.00;2596.00;28.79
17/12/2021;13175.00;2573.10;28.68
17/12/2021;13200.00;2550.15;28.57
17/12/2021;13225.00;2527.30;28.46
17/12/2021;13250.00;2504.45;28.35
17/12/2021;13275.00;2481.65;28.24
17/12/2021;13300.00;2458.85;28.13
17/12/2021;13325.00;2436.10;28.02
17/12/2021;13350.00;2413.40;27.91
17/12/2021;13375.00;2390.70;27.80
17/12/2021;13400.00;2368.10;27.70
17/12/2021;13425.00;2345.50;27.59
17/12/2021;13450.00;2322.90;27.48
17/12/2021;13475.00;2300.35;27.37
17/12/2021;13500.00;2277.85;27.26
17/12/2021;13525.00;2255.45;27.15
17/12/2021;13550.00;2233.00;27.04
17/12/2021;13575.00;2210.60;26.94
17/12/2021;13600.00;2188.30;26.83
17/12/2021;13625.00;2166.00;26.72
17/12/2021;13650.00;2143.75;26.61
17/12/2021;13675.00;2121.55;26.51
17/12/2021;13700.00;2099.35;26.40
17/12/2021;13725.00;2077.25;26.29
17/12/2021;13750.00;2055.20;26.19
17/12/2021;13775.00;2033.20;26.08
17/12/2021;13800.00;2011.20;25.97
17/12/2021;13825.00;1989.25;25.87
17/12/2021;13850.00;1967.35;25.76
17/12/2021;13875.00;1945.55;25.65
17/12/2021;13900.00;1923.80;25.55
17/12/2021;13925.00;1902.05;25.44
17/12/2021;13950.00;1880.35;25.34
17/12/2021;13975.00;1858.75;25.23
17/12/2021;14000.00;1837.20;25.13
17/12/2021;14025.00;1815.70;25.02
17/12/2021;14050.00;1794.25;24.92
17/12/2021;14075.00;1772.85;24.81
17/12/2021;14100.00;1751.50;24.71
17/12/2021;14125.00;1730.20;24.60
17/12/2021;14150.00;1709.00;24.50
17/12/2021;14175.00;1687.85;24.39
17/12/2021;14200.00;1666.80;24.56
17/12/2021;14225.00;1645.80;24.19
17/12/2021;14250.00;1624.80;24.08
17/12/2021;14275.00;1603.95;23.98
17/12/2021;14300.00;1583.10;23.88
17/12/2021;14325.00;1562.35;23.77
17/12/2021;14350.00;1541.65;23.67
17/12/2021;14375.00;1521.00;23.57
17/12/2021;14400.00;1500.50;23.47
17/12/2021;14425.00;1480.05;23.36
17/12/2021;14450.00;1459.60;23.26
17/12/2021;14475.00;1439.30;23.16
17/12/2021;14500.00;1419.05;23.06
17/12/2021;14525.00;1398.90;22.95
17/12/2021;14550.00;1378.85;22.85
17/12/2021;14575.00;1358.85;22.75
17/12/2021;14600.00;1338.90;22.65
17/12/2021;14625.00;1319.10;22.55
17/12/2021;14650.00;1299.35;22.45
17/12/2021;14675.00;1279.70;22.35
17/12/2021;14700.00;1260.15;22.25
17/12/2021;14725.00;1240.70;22.15
17/12/2021;14750.00;1221.35;22.05
17/12/2021;14775.00;1202.00;21.95
17/12/2021;14800.00;1182.85;21.85
17/12/2021;14825.00;1163.75;21.75
17/12/2021;14850.00;1144.75;21.65
17/12/2021;14875.00;1125.85;21.55
17/12/2021;14900.00;1107.05;21.45
17/12/2021;14925.00;1088.40;21.35
17/12/2021;14950.00;1069.80;21.25
17/12/2021;14975.00;1051.50;21.16
17/12/2021;15000.00;1033.15;21.06
17/12/2021;15025.00;1014.90;20.96
17/12/2021;15050.00;996.75;20.86
17/12/2021;15075.00;978.70;20.77
17/12/2021;15100.00;960.85;20.67
17/12/2021;15125.00;943.00;20.57
17/12/2021;15150.00;925.35;20.47
17/12/2021;15175.00;907.85;20.38
17/12/2021;15200.00;890.45;20.28
17/12/2021;15225.00;873.15;20.18
17/12/2021;15250.00;856.00;20.09
17/12/2021;15275.00;839.45;20.01
17/12/2021;15300.00;822.55;19.91
17/12/2021;15325.00;805.75;19.81
17/12/2021;15350.00;789.10;19.72
17/12/2021;15375.00;772.60;19.62
17/12/2021;15400.00;756.25;19.53
17/12/2021;15425.00;740.05;19.43
17/12/2021;15450.00;724.00;19.34
17/12/2021;15475.00;708.05;19.24
17/12/2021;15500.00;692.35;19.15
17/12/2021;15525.00;676.75;19.05
17/12/2021;15550.00;661.35;18.96
17/12/2021;15575.00;646.10;18.87
17/12/2021;15600.00;631.05;18.78
17/12/2021;15625.00;616.95;18.71
17/12/2021;15650.00;602.10;18.62
17/12/2021;15675.00;587.40;18.53
17/12/2021;15700.00;572.95;18.43
17/12/2021;15725.00;558.75;18.35
17/12/2021;15750.00;544.75;18.26
17/12/2021;15775.00;530.80;18.17
17/12/2021;15800.00;517.05;18.08
17/12/2021;15825.00;503.60;17.99
17/12/2021;15850.00;490.30;17.91
17/12/2021;15875.00;477.20;17.82
17/12/2021;15900.00;464.30;17.74
17/12/2021;15925.00;451.50;17.65
17/12/2021;15950.00;439.00;17.57
17/12/2021;15975.00;426.60;17.48
17/12/2021;16000.00;414.50;17.40
17/12/2021;16025.00;402.50;17.32
17/12/2021;16050.00;390.80;17.24
17/12/2021;16075.00;379.35;17.16
17/12/2021;16100.00;368.15;17.05
17/12/2021;16125.00;357.05;17.01
17/12/2021;16150.00;346.15;16.93
17/12/2021;16175.00;335.40;16.85
17/12/2021;16200.00;325.00;16.78
17/12/2021;16225.00;314.65;16.70
17/12/2021;16250.00;304.60;16.63
17/12/2021;16275.00;294.65;16.56
17/12/2021;16300.00;285.10;16.43
17/12/2021;16325.00;275.55;16.41
17/12/2021;16350.00;266.35;16.34
17/12/2021;16375.00;257.30;16.27
17/12/2021;16400.00;248.45;16.20
17/12/2021;16425.00;239.90;16.14
17/12/2021;16450.00;231.50;16.07
17/12/2021;16475.00;223.35;16.00
17/12/2021;16500.00;215.35;15.94
17/12/2021;16525.00;207.55;15.87
17/12/2021;16550.00;200.10;15.82
17/12/2021;16575.00;192.70;15.75
17/12/2021;16600.00;185.60;15.69
17/12/2021;16625.00;178.70;15.64
17/12/2021;16650.00;172.05;15.58
17/12/2021;16675.00;165.55;15.53
17/12/2021;16700.00;159.25;15.48
17/12/2021;16725.00;153.15;15.42
17/12/2021;16750.00;147.25;15.37
17/12/2021;16775.00;141.80;15.34
17/12/2021;16800.00;136.05;15.28
17/12/2021;16825.00;130.70;15.23
17/12/2021;16850.00;125.55;15.19
17/12/2021;16875.00;120.60;15.15
17/12/2021;16900.00;115.80;15.11
17/12/2021;16925.00;111.20;15.07
17/12/2021;16950.00;106.70;15.03
