Date,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,Open Int,Vol/OI,IV,Time
210816,4430.00,-0.01,19.20,19.45,19.70,18.90,-4.96,-0.21,685.00,82.00,8.35,0.11,44235.00
210816,4435.00,-0.01,17.20,17.45,17.70,16.43,-5.27,-0.24,6.00,23.00,0.26,0.11,44235.00
210816,4440.00,-0.01,15.30,15.55,15.80,16.60,-11.65,-0.41,63.00,325.00,0.19,0.11,44235.00
210816,4445.00,-0.01,13.50,13.75,14.00,12.88,-6.00,-0.32,10.00,0.00,0.00,0.10,44235.00
210816,4450.00,-0.01,11.80,12.05,12.30,15.80,-0.86,-0.05,19.00,465.00,0.04,0.10,44235.00
210816,4455.00,-0.02,10.30,10.60,10.90,10.21,-9.18,-0.47,66.00,0.00,0.00,0.10,44235.00
210816,4460.00,-0.02,9.00,9.25,9.50,8.79,-3.31,-0.27,912.00,28.00,32.57,0.10,44235.00
210816,4465.00,-0.02,7.80,8.05,8.30,7.71,-13.70,-0.64,238.00,0.00,0.00,0.10,44235.00
210816,4470.00,-0.02,6.70,6.95,7.20,9.64,-0.31,-0.03,13.00,36.00,0.36,0.10,44235.00
210816,4475.00,-0.02,5.80,6.00,6.20,5.70,-12.70,-0.69,242.00,307.00,0.79,0.10,44235.00
210816,4480.00,-0.02,4.90,5.10,5.30,4.86,-1.84,-0.27,62.00,6.00,10.33,0.09,44235.00
210816,4485.00,-0.02,4.20,4.40,4.60,7.06,7.06,unch,7.00,0.00,0.00,0.09,44235.00
210816,4490.00,-0.02,3.60,3.75,3.90,3.59,-10.62,-0.75,143.00,4.00,35.75,0.09,44235.00
210816,4495.00,-0.02,3.10,3.25,3.40,0.00,0.00,unch,0.00,0.00,0.00,0.09,N/A
210816,4500.00,-0.03,2.65,2.75,2.85,3.60,-7.00,-0.66,702.00,51.00,13.76,0.09,44235.00
210816,4505.00,-0.03,2.25,2.35,2.45,4.32,4.32,unch,1.00,0.00,0.00,0.09,44235.00
210816,4510.00,-0.03,1.90,2.00,2.10,3.65,0.68,0.23,47.00,6.00,7.83,0.09,44235.00
210816,4515.00,-0.03,1.65,1.75,1.85,2.51,2.51,unch,3.00,0.00,0.00,0.09,44235.00
210816,4520.00,-0.03,1.40,1.48,1.55,1.44,-0.58,-0.29,7.00,0.00,0.00,0.09,44235.00
210816,4525.00,-0.03,1.20,1.28,1.35,1.43,-5.08,-0.78,35.00,21.00,1.67,0.09,44235.00
210816,4530.00,-0.03,1.00,1.10,1.20,1.09,-4.91,-0.82,96.00,22.00,4.36,0.09,44235.00
210816,4535.00,-0.03,0.90,0.98,1.05,1.13,1.13,unch,4.00,0.00,0.00,0.09,44235.00
210816,4540.00,-0.03,0.75,0.83,0.90,1.25,-0.44,-0.26,2.00,5.00,0.40,0.09,44235.00
210816,4545.00,-0.04,0.65,0.73,0.80,1.40,1.40,unch,1.00,0.00,0.00,0.09,44235.00
210816,4550.00,-0.04,0.55,0.65,0.75,1.00,-0.05,-0.05,20.00,23.00,0.87,0.09,44235.00
210816,4555.00,-0.04,0.50,0.58,0.65,0.87,0.87,unch,4.00,0.00,0.00,0.09,44235.00
210816,4560.00,-0.04,0.45,0.53,0.60,0.72,-0.47,-0.40,3.00,0.00,0.00,0.09,44235.00
210816,4565.00,-0.04,0.40,0.48,0.55,0.82,0.82,unch,2.00,0.00,0.00,0.10,44235.00
210816,4570.00,-0.04,0.35,0.43,0.50,0.71,0.71,unch,45.00,0.00,0.00,0.10,44235.00
210816,4575.00,-0.04,0.30,0.38,0.45,0.50,-0.15,-0.23,40.00,9.00,4.44,0.10,44235.00
210816,4580.00,-0.04,0.25,0.33,0.40,0.62,-0.35,-0.36,1.00,0.00,0.00,0.10,44235.00
210816,4585.00,-0.05,0.25,0.33,0.40,0.52,0.52,unch,3.00,0.00,0.00,0.10,44235.00
210816,4590.00,-0.05,0.20,0.28,0.35,0.00,0.00,unch,0.00,0.00,0.00,0.10,N/A
210816,4595.00,-0.05,0.20,0.28,0.35,0.00,0.00,unch,0.00,0.00,0.00,0.10,N/A
210816,4600.00,-0.05,0.15,0.22,0.30,0.45,-1.25,-0.74,10.00,3.00,3.33,0.10,07/30/21
210816,4605.00,-0.05,0.15,0.22,0.30,0.00,0.00,unch,0.00,0.00,0.00,0.10,N/A
210816,4610.00,-0.05,0.15,0.20,0.25,0.00,0.00,unch,0.00,0.00,0.00,0.10,N/A
210816,4615.00,-0.05,0.10,0.18,0.25,0.30,0.30,unch,1.00,0.00,0.00,0.10,44235.00
210816,4620.00,-0.05,0.10,0.18,0.25,0.00,0.00,unch,0.00,0.00,0.00,0.11,N/A
210816,4625.00,-0.05,0.10,0.18,0.25,0.96,-0.05,-0.05,2.00,4.00,0.50,0.11,07/26/21
210816,4630.00,-0.06,0.10,0.15,0.20,0.00,0.00,unch,0.00,0.00,0.00,0.11,N/A
210816,4640.00,-0.06,0.05,0.13,0.20,0.00,0.00,unch,0.00,0.00,0.00,0.11,N/A
210816,4650.00,-0.06,0.05,0.13,0.20,0.20,0.20,unch,6.00,0.00,0.00,0.12,44235.00
210816,4660.00,-0.06,0.05,0.10,0.15,0.00,0.00,unch,0.00,0.00,0.00,0.11,N/A
210816,4670.00,-0.06,0.05,0.10,0.15,0.00,0.00,unch,0.00,0.00,0.00,0.12,N/A
210816,4675.00,-0.07,0.05,0.10,0.15,0.20,-0.10,-0.33,21.00,60.00,0.35,0.12,07/30/21
210816,4680.00,-0.07,0.05,0.10,0.15,0.00,0.00,unch,0.00,0.00,0.00,0.12,N/A
210816,4690.00,-0.07,0.05,0.10,0.15,0.00,0.00,unch,0.00,0.00,0.00,0.12,N/A
210816,4700.00,-0.07,0.05,0.10,0.15,0.17,0.17,unch,12.00,12.00,1.00,0.13,07/20/21
210816,4710.00,-0.07,0.05,0.08,0.10,0.00,0.00,unch,0.00,0.00,0.00,0.13,N/A
210816,4720.00,-0.08,0.05,0.08,0.10,0.00,0.00,unch,0.00,0.00,0.00,0.13,N/A
210816,4725.00,-0.08,0.05,0.08,0.10,0.30,0.30,unch,1.00,1.00,1.00,0.13,07/23/21
210816,4750.00,-0.08,0.05,0.08,0.10,0.21,-0.01,-0.05,13.00,0.00,0.00,0.00,07/26/21
210816,4775.00,-0.09,0.05,0.08,0.10,0.00,0.00,unch,0.00,6.00,0.00,0.00,N/A
210816,4800.00,-0.09,0.05,0.08,0.10,0.10,0.10,unch,1.00,0.00,0.00,0.00,07/29/21
210816,4825.00,-0.10,0.00,0.05,0.10,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,4850.00,-0.11,0.05,0.08,0.10,0.05,0.05,unch,7.00,0.00,0.00,0.00,07/30/21
210816,4900.00,-0.12,0.05,0.05,0.05,0.05,0.05,unch,6.00,0.00,0.00,0.00,07/29/21
210816,5000.00,-0.14,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5100.00,-0.16,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5200.00,-0.19,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5300.00,-0.21,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5400.00,-0.23,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5500.00,-0.25,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5600.00,-0.28,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5700.00,-0.30,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5800.00,-0.32,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,5900.00,-0.34,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,6000.00,-0.37,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,6200.00,-0.41,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210816,6400.00,-0.46,0.00,0.03,0.05,0.00,0.00,unch,0.00,0.00,0.00,0.00,N/A
210820,1200.00,0.73,3185.90,3188.00,3190.10,0.00,0.00,unch,0.00,0.00,0.00,2.72,N/A
210820,1400.00,0.68,2986.00,2988.05,2990.10,0.00,0.00,unch,0.00,0.00,0.00,2.41,N/A
210820,1600.00,0.64,2786.00,2788.10,2790.20,0.00,0.00,unch,0.00,0.00,0.00,2.15,N/A
210820,1800.00,0.59,2586.00,2588.10,2590.20,0.00,0.00,unch,0.00,0.00,0.00,1.91,N/A
210820,1900.00,0.57,2486.10,2488.15,2490.20,0.00,0.00,unch,0.00,0.00,0.00,1.81,N/A
210820,2000.00,0.54,2386.10,2388.15,2390.20,0.00,0.00,unch,0.00,0.00,0.00,1.70,N/A
210820,2100.00,0.52,2286.00,2288.10,2290.20,0.00,0.00,unch,0.00,0.00,0.00,1.60,N/A
210820,2200.00,0.50,2186.10,2188.20,2190.30,0.00,0.00,unch,0.00,0.00,0.00,1.51,N/A
210820,2300.00,0.48,2086.10,2088.20,2090.30,0.00,0.00,unch,0.00,0.00,0.00,1.42,N/A
210820,2400.00,0.45,1986.10,1988.15,1990.20,0.00,0.00,unch,0.00,0.00,0.00,1.34,N/A
210820,2500.00,0.43,1886.20,1888.25,1890.30,0.00,0.00,unch,0.00,0.00,0.00,1.26,N/A
210820,2600.00,0.41,1786.10,1788.20,1790.30,0.00,0.00,unch,0.00,0.00,0.00,1.18,N/A
210820,2700.00,0.38,1686.20,1688.25,1690.30,0.00,0.00,unch,0.00,0.00,0.00,1.10,N/A
210820,2800.00,0.36,1586.20,1588.30,1590.40,0.00,0.00,unch,0.00,0.00,0.00,1.03,N/A
210820,2900.00,0.34,1486.30,1488.35,1490.40,0.00,0.00,unch,0.00,0.00,0.00,0.96,N/A
210820,3000.00,0.32,1386.40,1388.45,1390.50,0.00,0.00,unch,0.00,0.00,0.00,0.89,N/A
210820,3100.00,0.29,1286.50,1288.55,1290.60,0.00,0.00,unch,0.00,0.00,0.00,0.83,N/A
210820,3200.00,0.27,1186.60,1188.65,1190.70,0.00,0.00,unch,0.00,0.00,0.00,0.76,N/A
210820,3250.00,0.26,1136.70,1138.75,1140.80,0.00,0.00,unch,0.00,0.00,0.00,0.73,N/A
210820,3300.00,0.25,1086.80,1088.85,1090.90,0.00,0.00,unch,0.00,0.00,0.00,0.70,N/A
210820,3350.00,0.24,1036.80,1038.85,1040.90,0.00,0.00,unch,0.00,0.00,0.00,0.67,N/A
210820,3400.00,0.23,986.90,988.95,991.00,0.00,0.00,unch,0.00,0.00,0.00,0.64,N/A
210820,3450.00,0.21,937.00,939.05,941.10,0.00,0.00,unch,0.00,0.00,0.00,0.61,N/A
210820,3475.00,0.21,912.00,914.05,916.10,0.00,0.00,unch,0.00,0.00,0.00,0.60,N/A
210820,3500.00,0.20,887.10,889.15,891.20,0.00,0.00,unch,0.00,0.00,0.00,0.58,N/A
210820,3525.00,0.20,862.10,864.15,866.20,0.00,0.00,unch,0.00,0.00,0.00,0.57,N/A
210820,3550.00,0.19,837.20,839.25,841.30,0.00,0.00,unch,0.00,0.00,0.00,0.55,N/A
210820,3575.00,0.19,812.20,814.25,816.30,0.00,0.00,unch,0.00,0.00,0.00,0.54,N/A
210820,3600.00,0.18,787.30,789.35,791.40,0.00,0.00,unch,0.00,0.00,0.00,0.52,N/A
210820,3625.00,0.17,762.30,764.35,766.40,0.00,0.00,unch,0.00,0.00,0.00,0.51,N/A
210820,3650.00,0.17,737.40,739.45,741.50,0.00,0.00,unch,0.00,0.00,0.00,0.49,N/A
210820,3675.00,0.16,712.50,714.50,716.50,0.00,0.00,unch,0.00,0.00,0.00,0.48,N/A
210820,3700.00,0.16,687.50,689.55,691.60,0.00,0.00,unch,0.00,0.00,0.00,0.46,N/A
210820,3725.00,0.15,662.60,664.65,666.70,0.00,0.00,unch,0.00,0.00,0.00,0.45,N/A
210820,3740.00,0.15,647.70,649.75,651.80,0.00,0.00,unch,0.00,0.00,0.00,0.44,N/A
210820,3750.00,0.15,637.70,639.75,641.80,0.00,0.00,unch,0.00,0.00,0.00,0.44,N/A
210820,3760.00,0.14,627.80,629.80,631.80,0.00,0.00,unch,0.00,0.00,0.00,0.43,N/A
210820,3770.00,0.14,617.80,619.85,621.90,0.00,0.00,unch,0.00,0.00,0.00,0.43,N/A
210820,3775.00,0.14,612.80,614.85,616.90,0.00,0.00,unch,0.00,0.00,0.00,0.42,N/A
210820,3780.00,0.14,607.90,609.90,611.90,0.00,0.00,unch,0.00,0.00,0.00,0.42,N/A
210820,3790.00,0.14,597.90,599.95,602.00,0.00,0.00,unch,0.00,0.00,0.00,0.42,N/A
210820,3800.00,0.13,588.00,590.00,592.00,544.15,544.15,unch,10.00,10.00,1.00,0.41,07/16/21
210820,3810.00,0.13,578.00,580.00,582.00,0.00,0.00,unch,0.00,0.00,0.00,0.40,N/A
210820,3820.00,0.13,568.10,570.10,572.10,0.00,0.00,unch,0.00,0.00,0.00,0.40,N/A
210820,3825.00,0.13,563.10,565.10,567.10,0.00,0.00,unch,0.00,0.00,0.00,0.40,N/A
210820,3830.00,0.13,558.10,560.15,562.20,0.00,0.00,unch,0.00,0.00,0.00,0.39,N/A
210820,3840.00,0.12,548.20,550.20,552.20,0.00,0.00,unch,0.00,0.00,0.00,0.39,N/A
210820,3850.00,0.12,538.30,540.30,542.30,0.00,0.00,unch,0.00,0.00,0.00,0.38,N/A
210820,3860.00,0.12,528.30,530.30,532.30,0.00,0.00,unch,0.00,0.00,0.00,0.38,N/A
210820,3870.00,0.12,518.40,520.40,522.40,0.00,0.00,unch,0.00,0.00,0.00,0.37,N/A
210820,3875.00,0.12,513.40,515.40,517.40,0.00,0.00,unch,0.00,0.00,0.00,0.37,N/A
210820,3880.00,0.12,508.50,510.50,512.50,0.00,0.00,unch,0.00,0.00,0.00,0.37,N/A
210820,3890.00,0.11,498.60,500.60,502.60,0.00,0.00,unch,0.00,0.00,0.00,0.36,N/A
210820,3900.00,0.11,488.70,490.65,492.60,378.07,378.07,unch,1.00,1.00,1.00,0.36,07/19/21
210820,3910.00,0.11,478.80,480.75,482.70,0.00,0.00,unch,0.00,0.00,0.00,0.35,N/A
210820,3920.00,0.11,468.90,470.85,472.80,0.00,0.00,unch,0.00,0.00,0.00,0.35,N/A
210820,3925.00,0.11,463.90,465.85,467.80,0.00,0.00,unch,0.00,0.00,0.00,0.34,N/A
210820,3930.00,0.10,459.00,460.95,462.90,0.00,0.00,unch,0.00,0.00,0.00,0.34,N/A
210820,3940.00,0.10,449.10,451.05,453.00,0.00,0.00,unch,0.00,0.00,0.00,0.34,N/A
210820,3950.00,0.10,439.20,441.15,443.10,0.00,0.00,unch,0.00,0.00,0.00,0.33,N/A
210820,3960.00,0.10,429.30,431.25,433.20,0.00,0.00,unch,0.00,0.00,0.00,0.32,N/A
210820,3965.00,0.10,424.40,426.30,428.20,0.00,0.00,unch,0.00,0.00,0.00,0.32,N/A
210820,3970.00,0.10,419.50,421.40,423.30,0.00,0.00,unch,0.00,0.00,0.00,0.32,N/A
210820,3975.00,0.09,414.50,416.45,418.40,0.00,0.00,unch,0.00,0.00,0.00,0.32,N/A
210820,3980.00,0.09,409.60,411.50,413.40,378.70,378.70,unch,2.00,0.00,0.00,0.31,07/21/21
210820,3985.00,0.09,404.70,406.60,408.50,0.00,0.00,unch,0.00,0.00,0.00,0.31,N/A
210820,3990.00,0.09,399.80,401.75,403.70,0.00,0.00,unch,0.00,0.00,0.00,0.31,N/A
210820,3995.00,0.09,394.80,396.75,398.70,0.00,0.00,unch,0.00,0.00,0.00,0.31,N/A
210820,4000.00,0.09,389.90,391.80,393.70,390.04,31.68,0.09,4.00,4.00,1.00,0.30,07/23/21
210820,4005.00,0.09,385.00,386.90,388.80,0.00,0.00,unch,0.00,0.00,0.00,0.30,N/A
210820,4010.00,0.09,380.10,382.00,383.90,0.00,0.00,unch,0.00,0.00,0.00,0.30,N/A
210820,4015.00,0.08,375.20,377.10,379.00,0.00,0.00,unch,0.00,0.00,0.00,0.30,N/A
210820,4020.00,0.08,370.30,372.20,374.10,0.00,0.00,unch,0.00,0.00,0.00,0.30,N/A
210820,4025.00,0.08,365.40,367.30,369.20,0.00,0.00,unch,0.00,0.00,0.00,0.29,N/A
210820,4030.00,0.08,360.50,362.40,364.30,0.00,0.00,unch,0.00,0.00,0.00,0.29,N/A
210820,4035.00,0.08,355.60,357.50,359.40,0.00,0.00,unch,0.00,0.00,0.00,0.29,N/A
210820,4040.00,0.08,350.70,352.60,354.50,0.00,0.00,unch,0.00,0.00,0.00,0.29,N/A
210820,4045.00,0.08,345.80,347.70,349.60,0.00,0.00,unch,0.00,0.00,0.00,0.28,N/A
210820,4050.00,0.08,341.00,342.90,344.80,0.00,0.00,unch,0.00,0.00,0.00,0.28,N/A
210820,4055.00,0.08,336.10,338.00,339.90,0.00,0.00,unch,0.00,0.00,0.00,0.28,N/A
210820,4060.00,0.07,331.20,333.05,334.90,0.00,0.00,unch,0.00,0.00,0.00,0.28,N/A
210820,4065.00,0.07,326.40,328.20,330.00,0.00,0.00,unch,0.00,0.00,0.00,0.27,N/A
210820,4070.00,0.07,321.50,323.40,325.30,0.00,0.00,unch,0.00,0.00,0.00,0.27,N/A
210820,4075.00,0.07,316.60,318.45,320.30,0.00,0.00,unch,0.00,0.00,0.00,0.27,N/A
210820,4080.00,0.07,311.80,313.70,315.60,0.00,0.00,unch,0.00,0.00,0.00,0.27,N/A
210820,4085.00,0.07,306.90,308.80,310.70,0.00,0.00,unch,0.00,0.00,0.00,0.26,N/A
210820,4090.00,0.07,302.10,304.00,305.90,0.00,0.00,unch,0.00,0.00,0.00,0.26,N/A
210820,4095.00,0.07,297.30,299.15,301.00,0.00,0.00,unch,0.00,0.00,0.00,0.26,N/A
210820,4100.00,0.07,292.40,294.30,296.20,0.00,0.00,unch,0.00,0.00,0.00,0.26,N/A
210820,4105.00,0.06,287.60,289.50,291.40,0.00,0.00,unch,0.00,0.00,0.00,0.26,N/A
210820,4110.00,0.06,282.80,284.60,286.40,0.00,0.00,unch,0.00,0.00,0.00,0.25,N/A
210820,4115.00,0.06,278.00,279.85,281.70,0.00,0.00,unch,0.00,0.00,0.00,0.25,N/A
210820,4120.00,0.06,273.20,275.05,276.90,0.00,0.00,unch,0.00,0.00,0.00,0.25,N/A
210820,4125.00,0.06,268.40,270.15,271.90,0.00,0.00,unch,0.00,0.00,0.00,0.25,N/A
210820,4130.00,0.06,263.60,265.45,267.30,0.00,0.00,unch,0.00,0.00,0.00,0.24,N/A
210820,4135.00,0.06,258.80,260.60,262.40,0.00,0.00,unch,0.00,0.00,0.00,0.24,N/A
210820,4140.00,0.06,254.10,255.85,257.60,0.00,0.00,unch,0.00,0.00,0.00,0.24,N/A
210820,4145.00,0.06,249.30,251.10,252.90,0.00,0.00,unch,0.00,0.00,0.00,0.24,N/A
210820,4150.00,0.05,244.50,246.25,248.00,258.90,98.60,0.62,2.00,4.00,0.50,0.24,07/28/21
210820,4155.00,0.05,239.80,241.55,243.30,0.00,0.00,unch,0.00,0.00,0.00,0.23,N/A
210820,4160.00,0.05,235.10,236.85,238.60,0.00,0.00,unch,0.00,0.00,0.00,0.23,N/A
210820,4165.00,0.05,230.30,232.05,233.80,0.00,0.00,unch,0.00,0.00,0.00,0.23,N/A
210820,4170.00,0.05,227.00,227.35,227.70,234.95,101.55,0.76,3.00,2.00,1.50,0.23,44235.00
210820,4175.00,0.05,222.30,222.65,223.00,0.00,0.00,unch,0.00,0.00,0.00,0.22,N/A
210820,4180.00,0.05,217.60,217.95,218.30,227.70,227.70,unch,2.00,0.00,0.00,0.22,44235.00
210820,4185.00,0.05,212.90,213.25,213.60,0.00,0.00,unch,0.00,0.00,0.00,0.22,N/A
210820,4190.00,0.04,208.20,208.55,208.90,216.05,85.29,0.65,3.00,7.00,0.43,0.22,44235.00
210820,4195.00,0.04,203.60,203.90,204.20,225.80,225.80,unch,2.00,0.00,0.00,0.22,44235.00
210820,4200.00,0.04,198.90,199.25,199.60,214.10,58.61,0.38,2.00,10.00,0.20,0.21,44235.00
210820,4205.00,0.04,194.30,194.65,195.00,0.00,0.00,unch,0.00,2.00,0.00,0.21,N/A
210820,4210.00,0.04,189.60,189.95,190.30,114.20,114.20,unch,6.00,5.00,1.20,0.21,07/19/21
210820,4215.00,0.04,185.00,185.35,185.70,116.10,4.40,0.04,2.00,2.00,1.00,0.21,07/20/21
210820,4220.00,0.04,180.40,180.75,181.10,112.90,-1.80,-0.02,2.00,12.00,0.17,0.20,07/20/21
210820,4225.00,0.04,175.80,176.15,176.50,187.00,22.90,0.14,5.00,24.00,0.21,0.20,07/28/21
210820,4230.00,0.04,171.30,171.65,172.00,173.90,26.70,0.18,5.00,6.00,0.83,0.20,07/27/21
210820,4235.00,0.03,166.70,167.05,167.40,191.30,83.20,0.77,1.00,5.00,0.20,0.20,07/23/21
210820,4240.00,0.03,162.20,162.55,162.90,179.50,25.46,0.17,14.00,14.00,1.00,0.20,44235.00
210820,4245.00,0.03,157.60,158.00,158.40,180.10,30.98,0.21,3.00,4.00,0.75,0.19,44235.00
210820,4250.00,0.03,153.10,153.50,153.90,151.47,-7.10,-0.04,4.00,22.00,0.18,0.19,44235.00
210820,4255.00,0.03,148.70,149.05,149.40,174.50,64.60,0.59,1.00,5.00,0.20,0.19,07/23/21
210820,4260.00,0.03,144.20,144.55,144.90,155.25,26.85,0.21,13.00,6.00,2.17,0.19,44235.00
210820,4265.00,0.03,139.80,140.15,140.50,140.20,33.84,0.32,3.00,1.00,3.00,0.19,44235.00
210820,4270.00,0.03,135.30,135.70,136.10,138.50,46.02,0.50,7.00,7.00,1.00,0.18,07/30/21
210820,4275.00,0.03,130.90,131.30,131.70,135.59,-0.27,0.00,7.00,238.00,0.03,0.18,44235.00
210820,4280.00,0.02,126.60,126.95,127.30,135.96,4.76,0.04,18.00,7.00,2.57,0.18,44235.00
210820,4285.00,0.02,122.20,122.60,123.00,121.00,28.60,0.31,1.00,6.00,0.17,0.18,44235.00
210820,4290.00,0.02,117.90,118.30,118.70,138.89,7.04,0.05,3.00,11.00,0.27,0.17,07/29/21
210820,4295.00,0.02,113.60,114.00,114.40,142.20,8.42,0.06,11.00,3.00,3.67,0.17,07/29/21
210820,4300.00,0.02,109.40,109.75,110.10,114.74,-6.24,-0.05,71.00,340.00,0.21,0.17,44235.00
210820,4305.00,0.02,105.10,105.50,105.90,119.21,0.51,0.00,25.00,24.00,1.04,0.17,44235.00
210820,4310.00,0.02,100.90,101.30,101.70,110.77,3.52,0.03,3.00,23.00,0.13,0.16,44235.00
210820,4315.00,0.02,96.80,97.15,97.50,100.82,-15.36,-0.13,4.00,118.00,0.03,0.16,07/30/21
210820,4320.00,0.02,92.60,93.00,93.40,110.56,11.76,0.12,1.00,737.00,0.00,0.16,44235.00
210820,4325.00,0.01,88.60,88.95,89.30,90.90,-9.33,-0.09,69.00,567.00,0.12,0.16,44235.00
210820,4330.00,0.01,84.50,84.90,85.30,93.96,-17.09,-0.15,44.00,220.00,0.20,0.16,44235.00
210820,4335.00,0.01,80.50,80.90,81.30,79.55,-5.05,-0.06,4.00,4.00,1.00,0.15,44235.00
210820,4340.00,0.01,76.60,76.95,77.30,75.60,-8.67,-0.10,7.00,50.00,0.14,0.15,44235.00
210820,4345.00,0.01,72.70,73.05,73.40,89.11,6.21,0.07,1.00,2.00,0.50,0.15,44235.00
210820,4350.00,0.01,68.80,69.15,69.50,73.77,-0.30,0.00,21.00,1200.00,0.02,0.15,44235.00
210820,4355.00,0.01,65.10,65.45,65.80,72.10,-16.31,-0.18,8.00,16.00,0.50,0.14,07/30/21
210820,4360.00,0.01,61.30,61.65,62.00,68.86,-1.64,-0.02,4.00,68.00,0.06,0.14,44235.00
210820,4365.00,0.01,57.70,58.05,58.40,72.73,5.03,0.07,1.00,7.00,0.14,0.14,44235.00
210820,4370.00,0.00,54.10,54.45,54.80,57.10,-1.27,-0.02,23.00,136.00,0.17,0.14,44235.00
210820,4375.00,0.00,50.70,51.00,51.30,49.40,-23.52,-0.32,1111.00,1455.00,0.76,0.13,44235.00
210820,4380.00,0.00,47.30,47.60,47.90,47.25,-18.25,-0.28,31.00,78.00,0.40,0.13,44235.00
210820,4385.00,0.00,44.00,44.30,44.60,43.92,-5.48,-0.11,7.00,1251.00,0.01,0.13,44235.00
210820,4390.00,0.00,40.70,41.05,41.40,41.08,-7.79,-0.16,290.00,346.00,0.84,0.13,44235.00
210820,4395.00,0.00,37.60,37.95,38.30,37.65,-16.05,-0.30,84.00,13.00,6.46,0.12,44235.00
210820,4400.00,0.00,34.60,34.95,35.30,34.30,-8.28,-0.19,52.00,2024.00,0.03,0.12,44235.00
210820,4405.00,0.00,31.70,32.05,32.40,31.46,-6.77,-0.18,25.00,5.00,5.00,0.12,44235.00
210820,4410.00,-0.01,29.00,29.30,29.60,31.42,-4.07,-0.11,11.00,85.00,0.13,0.12,44235.00
210820,4415.00,-0.01,26.30,26.65,27.00,29.89,-6.99,-0.19,36.00,6.00,6.00,0.12,44235.00
210820,4420.00,-0.01,23.80,24.05,24.30,26.92,-2.84,-0.10,14.00,308.00,0.05,0.11,44235.00
210820,4425.00,-0.01,21.50,21.75,22.00,20.58,-4.62,-0.18,523.00,537.00,0.97,0.11,44235.00
210820,4430.00,-0.01,19.20,19.45,19.70,18.90,-4.96,-0.21,685.00,82.00,8.35,0.11,44235.00
210820,4435.00,-0.01,17.20,17.45,17.70,16.43,-5.27,-0.24,6.00,23.00,0.26,0.11,44235.00
210820,4440.00,-0.01,15.30,15.55,15.80,16.60,-11.65,-0.41,63.00,325.00,0.19,0.11,44235.00
210820,4445.00,-0.01,13.50,13.75,14.00,12.88,-6.00,-0.32,10.00,0.00,0.00,0.10,44235.00
210820,4450.00,-0.01,11.80,12.05,12.30,15.80,-0.86,-0.05,19.00,465.00,0.04,0.10,44235.00
210820,4455.00,-0.02,10.30,10.60,10.90,10.21,-9.18,-0.47,66.00,0.00,0.00,0.10,44235.00
210820,4460.00,-0.02,9.00,9.25,9.50,8.79,-3.31,-0.27,912.00,28.00,32.57,0.10,44235.00
210820,4465.00,-0.02,7.80,8.05,8.30,7.71,-13.70,-0.64,238.00,0.00,0.00,0.10,44235.00
210820,4470.00,-0.02,6.70,6.95,7.20,9.64,-0.31,-0.03,13.00,36.00,0.36,0.10,44235.00
210820,4475.00,-0.02,5.80,6.00,6.20,5.70,-12.70,-0.69,242.00,307.00,0.79,0.10,44235.00
210820,4480.00,-0.02,4.90,5.10,5.30,4.86,-1.84,-0.27,62.00,6.00,10.33,0.09,44235.00
210820,4485.00,-0.02,4.20,4.40,4.60,7.06,7.06,unch,7.00,0.00,0.00,0.09,44235.00
210820,4490.00,-0.02,3.60,3.75,3.90,3.59,-10.62,-0.75,143.00,4.00,35.75,0.09,44235.00
210820,4495.00,-0.02,3.10,3.25,3.40,0.00,0.00,unch,0.00,0.00,0.00,0.09,N/A
210820,4500.00,-0.03,2.65,2.75,2.85,3.60,-7.00,-0.66,702.00,51.00,13.76,0.09,44235.00
210820,4505.00,-0.03,2.25,2.35,2.45,4.32,4.32,unch,1.00,0.00,0.00,0.09,44235.00
210820,4510.00,-0.03,1.90,2.00,2.10,3.65,0.68,0.23,47.00,6.00,7.83,0.09,44235.00
210820,4515.00,-0.03,1.65,1.75,1.85,2.51,2.51,unch,3.00,0.00,0.00,0.09,44235.00
210820,4520.00,-0.03,1.40,1.48,1.55,1.44,-0.58,-0.29,7.00,0.00,0.00,0.09,44235.00
